Rules qualities:
r1: 0.75
r2: 0.75
r3: 0.5112517580872011
r4: 0.5028129395218003
r5: 0.5028129395218003
r6: 0.5028129395218003
r7: 0.5028129395218003
r8: 0.5028129395218003
r9: 0.5028129395218003
r10: 0.5112517580872011
r11: 0.5028129395218003
r12: 0.5028129395218003
r13: 0.5028129395218003
r14: 0.5028129395218003
r15: 0.5028129395218003
r16: 0.5028129395218003
r17: 0.5112517580872011
r18: 0.5112517580872011
r19: 0.5021097046413502
r20: 0.5042194092827004
r21: 0.5042194092827004
r22: 0.5028129395218003
r23: 0.5028129395218003
r24: 0.5056258790436006
r25: 0.5042194092827004
r26: 0.5042194092827004
r27: 0.5028129395218003
r28: 0.5028129395218003
r29: 0.5042194092827004
r30: 0.5042194092827004
r31: 0.5028129395218003
r32: 0.5028129395218003
r33: 0.5010548523206751
r34: 0.5010548523206751
r35: 0.3898891422281626
r36: 0.5007032348804501
r37: 0.5007032348804501
r38: 0.383810819625349
r39: 0.5112517580872011
r40: 0.5028129395218003
r41: 0.5028129395218003
r42: 0.5028129395218003
r43: 0.5028129395218003
r44: 0.5028129395218003
r45: 0.5028129395218003
r46: 0.5112517580872011
r47: 0.5028129395218003
r48: 0.5028129395218003
r49: 0.5028129395218003
r50: 0.5028129395218003
r51: 0.5028129395218003
r52: 0.5028129395218003
r53: 0.5112517580872011
r54: 0.5112517580872011
r55: 0.5021097046413502
r56: 0.5042194092827004
r57: 0.5042194092827004
r58: 0.5028129395218003
r59: 0.5028129395218003
r60: 0.5056258790436006
r61: 0.5042194092827004
r62: 0.5042194092827004
r63: 0.5028129395218003
r64: 0.5028129395218003
r65: 0.5042194092827004
r66: 0.5042194092827004
r67: 0.5028129395218003
r68: 0.5028129395218003
r69: 0.5010548523206751
r70: 0.5010548523206751
r71: 0.3898891422281626
r72: 0.5007032348804501
r73: 0.5007032348804501
r74: 0.383810819625349
r75: 0.5112517580872011
r76: 0.5112517580872011
r77: 0.5056258790436006
r78: 0.4714723962109763
r79: 0.440146412628526
r80: 0.5021097046413502
r81: 0.5007032348804501
r82: 0.5007032348804501
r83: 0.5007032348804501
r84: 0.5007032348804501
r85: 0.5112517580872011
r86: 0.5028129395218003
r87: 0.5028129395218003
r88: 0.5028129395218003
r89: 0.5028129395218003
r90: 0.5028129395218003
r91: 0.5028129395218003
r92: 0.5042194092827004
r93: 0.5028129395218003
r94: 0.5042194092827004
r95: 0.5028129395218003
r96: 0.5042194092827004
r97: 0.5028129395218003
r98: 0.5010548523206751
r99: 0.5007032348804501
r100: 0.5021097046413502
r101: 0.5021097046413502
r102: 0.3067754181311327
r103: 0.26738213171895064
r104: 0.5337552742616034
r105: 0.5337552742616034
r106: 0.5168776371308017
r107: 0.5021097046413502
r108: 0.5063291139240507
r109: 0.5021097046413502
r110: 0.5021097046413502
r111: 0.5021097046413502
r112: 0.5021097046413502
r113: 0.5021097046413502
r114: 0.5021097046413502
r115: 0.5021097046413502
r116: 0.5337552742616034
r117: 0.5337552742616034
r118: 0.5168776371308017
r119: 0.5021097046413502
r120: 0.5063291139240507
r121: 0.5021097046413502
r122: 0.5021097046413502
r123: 0.5021097046413502
r124: 0.5021097046413502
r125: 0.5021097046413502
r126: 0.5021097046413502
r127: 0.5021097046413502
r128: 0.5337552742616034
r129: 0.5056258790436006
r130: 0.5052742616033755
r131: 0.5021097046413502
r132: 0.5007032348804501
r133: 0.5007032348804501
r134: 0.5007032348804501
r135: 0.5007032348804501
r136: 0.32359069109206695
r137: 0.5007032348804501
r138: 0.5007032348804501
r139: 0.5007032348804501
r140: 0.5007032348804501
r141: 0.5056258790436006
r142: 1.0
r143: 0.524390243902439
r144: 0.524390243902439
r145: 0.524390243902439
r146: 0.524390243902439
r147: 0.44517939341046353
r148: 0.3785546579341664
r149: 0.44517939341046353
r150: 0.3785546579341664
r151: 0.44517939341046353
r152: 0.3785546579341664
r153: 0.44517939341046353
r154: 0.3785546579341664
r155: 0.524390243902439
r156: 0.524390243902439
r157: 0.5060975609756098
r158: 0.5060975609756098
r159: 0.5060975609756098
r160: 0.48933819838119214
r161: 0.5060975609756098
r162: 0.5060975609756098
r163: 0.5060975609756098
r164: 0.48933819838119214
r165: 0.44517939341046353
r166: 0.3785546579341664
r167: 0.44517939341046353
r168: 0.3785546579341664
r169: 0.3785546579341664
r170: 0.3785546579341664
r171: 0.3785546579341664
r172: 0.3785546579341664
r173: 0.524390243902439
r174: 0.524390243902439
r175: 0.44517939341046353
r176: 0.3785546579341664
r177: 0.44517939341046353
r178: 0.3785546579341664
r179: 0.5091463414634146
r180: 0.5091463414634146
r181: 0.5091463414634146
r182: 0.5091463414634146
r183: 0.5030487804878049
r184: 0.5030487804878049
r185: 0.5030487804878049
r186: 0.5030487804878049
r187: 0.5030487804878049
r188: 0.5030487804878049
r189: 0.5030487804878049
r190: 0.5030487804878049
r191: 0.5030487804878049
r192: 0.5030487804878049
r193: 0.5030487804878049
r194: 0.5030487804878049
r195: 0.5030487804878049
