Rules qualities:
r1: 0.75
r2: 0.75
r3: 0.5112008335504038
r4: 0.5031258140140662
r5: 0.5029955717634801
r6: 0.502865329512894
r7: 0.502865329512894
r8: 0.502865329512894
r9: 0.5026048450117218
r10: 0.5113310758009898
r11: 0.5029955717634801
r12: 0.5029955717634801
r13: 0.5027350872623079
r14: 0.5026048450117218
r15: 0.5026048450117218
r16: 0.5026048450117218
r17: 0.5118520448033342
r18: 0.502865329512894
r19: 0.502865329512894
r20: 0.5027350872623079
r21: 0.5027350872623079
r22: 0.5027350872623079
r23: 0.5026048450117218
r24: 0.5119822870539202
r25: 0.5022141182599635
r26: 0.5041677520187549
r27: 0.5026048450117218
r28: 0.5041677520187549
r29: 0.5024746027611358
r30: 0.5041677520187549
r31: 0.5027350872623079
r32: 0.505730659025788
r33: 0.5044282365199271
r34: 0.504297994269341
r35: 0.5046887210210993
r36: 0.5044282365199271
r37: 0.5041677520187549
r38: 0.5010419380046888
r39: 0.5010419380046888
r40: 0.5011721802552748
r41: 0.5009116957541027
r42: 0.39384639591775183
r43: 0.502865329512894
r44: 0.502865329512894
r45: 0.5027350872623079
r46: 0.5031258140140662
r47: 0.5029955717634801
r48: 0.502865329512894
r49: 0.384857407716919
r50: 0.5114613180515759
r51: 0.5029955717634801
r52: 0.502865329512894
r53: 0.502865329512894
r54: 0.5027350872623079
r55: 0.5027350872623079
r56: 0.5026048450117218
r57: 0.5113310758009898
r58: 0.5031258140140662
r59: 0.502865329512894
r60: 0.502865329512894
r61: 0.5027350872623079
r62: 0.5027350872623079
r63: 0.5024746027611358
r64: 0.5109403490492316
r65: 0.5029955717634801
r66: 0.502865329512894
r67: 0.502865329512894
r68: 0.5027350872623079
r69: 0.48424904393053014
r70: 0.5113310758009898
r71: 0.5019536337587913
r72: 0.5045584787705132
r73: 0.5045584787705132
r74: 0.504297994269341
r75: 0.5045584787705132
r76: 0.5045584787705132
r77: 0.5046887210210993
r78: 0.5044282365199271
r79: 0.5040375097681687
r80: 0.5009116957541027
r81: 0.5011721802552748
r82: 0.39192924033687165
r83: 0.5029955717634801
r84: 0.502865329512894
r85: 0.5026048450117218
r86: 0.5058609012763741
r87: 0.5027350872623079
r88: 0.5027350872623079
r89: 0.5024746027611358
r90: 0.5022141182599635
r91: 0.5023443605105496
r92: 0.38250709658068477
r93: 0.5114613180515759
r94: 0.5112008335504038
r95: 0.5054701745246157
r96: 0.5022141182599635
r97: 0.4702751297438239
r98: 0.5022141182599635
r99: 0.5007814535035165
r100: 0.5007814535035165
r101: 0.5006512112529304
r102: 0.5006512112529304
r103: 0.5109403490492316
r104: 0.5031258140140662
r105: 0.5029955717634801
r106: 0.502865329512894
r107: 0.502865329512894
r108: 0.5026048450117218
r109: 0.5026048450117218
r110: 0.5044282365199271
r111: 0.502865329512894
r112: 0.5040375097681687
r113: 0.502865329512894
r114: 0.5040375097681687
r115: 0.5027350872623079
r116: 0.5011721802552748
r117: 0.5007814535035165
r118: 0.5022141182599635
r119: 0.5020838760093774
r120: 0.3048028601003509
r121: 0.5113310758009898
r122: 0.5096379265433707
r123: 0.2648911592991152
r124: 0.5096379265433707
r125: 0.33920082632430837
r126: 0.2647545480612807
r127: 0.5339932274029695
r128: 0.533211773899453
r129: 0.5171919770773639
r130: 0.5024746027611358
r131: 0.5061213857775463
r132: 0.5022141182599635
r133: 0.5018233915082052
r134: 0.5022141182599635
r135: 0.5018233915082052
r136: 0.5020838760093774
r137: 0.5020838760093774
r138: 0.5022141182599635
r139: 0.5019536337587913
r140: 0.5343839541547278
r141: 0.5329512893982808
r142: 0.5165407658244334
r143: 0.5022141182599635
r144: 0.5065121125293045
r145: 0.5020838760093774
r146: 0.5022141182599635
r147: 0.5023443605105496
r148: 0.5022141182599635
r149: 0.5020838760093774
r150: 0.5019536337587913
r151: 0.5019536337587913
r152: 0.534774680906486
r153: 0.5056004167752018
r154: 0.5054701745246157
r155: 0.5009116957541027
r156: 0.5007814535035165
r157: 0.5006512112529304
r158: 0.5007814535035165
r159: 0.5006512112529304
r160: 0.5006512112529304
r161: 0.5022141182599635
r162: 0.5005209690023443
r163: 0.5007814535035165
r164: 0.5003907267517582
r165: 0.5056004167752018
r166: 1.0
r167: 0.5271186440677966
r168: 0.523728813559322
r169: 0.4462211395543338
r170: 0.3793176806987779
r171: 0.4462211395543338
r172: 0.43539702819591186
r173: 0.523728813559322
r174: 0.5186440677966102
r175: 0.43539702819591186
r176: 0.3594264766110299
r177: 0.43539702819591186
r178: 0.33346984291211157
r179: 0.5203389830508475
r180: 0.4462211395543338
r181: 0.5271186440677966
r182: 0.43539702819591186
r183: 0.3793176806987779
r184: 0.5067796610169492
r185: 0.5067796610169492
r186: 0.5067796610169492
r187: 0.5067796610169492
r188: 0.4879075869409977
r189: 0.5067796610169492
r190: 0.5067796610169492
r191: 0.5067796610169492
r192: 0.49173264795287813
r193: 0.43539702819591186
r194: 0.3793176806987779
r195: 0.3793176806987779
r196: 0.3793176806987779
r197: 0.5271186440677966
